name,phone,city,state,address,zip,county,call_script,sms_script,list_link
Hayden Heights,(614) 876-4746,Amlin,OH,5501 Cosgray Road,43002,Franklin,"Hi, Bradley with Tread Companies / Trailer Parks calling about Hayden Heights in Amlin. Free marketplace for park owners — $0 listing fee, $0 success fee. Brokers take ~6%. We've operated 4,000+ spaces. Can I text the link?",Bradley @ Tread Companies / Trailer Parks re Hayden Heights (Amlin). Free owner marketplace — $0 fees. List in 2 min: https://temporary-zippy-celesta-4cyc4ht.vercel.app/list-your-park?ref=bradley-outreach,https://temporary-zippy-celesta-4cyc4ht.vercel.app/list-your-park?ref=bradley-outreach
Green Acres Mhp,(419) 281-2974,Ashland,OH,1342 State Route 89,44805,Ashland,"Hi, Bradley with Tread Companies / Trailer Parks calling about Green Acres Mhp in Ashland. Free marketplace for park owners — $0 listing fee, $0 success fee. Brokers take ~6%. We've operated 4,000+ spaces. Can I text the link?",Bradley @ Tread Companies / Trailer Parks re Green Acres Mhp (Ashland). Free owner marketplace — $0 fees. List in 2 min: https://temporary-zippy-celesta-4cyc4ht.vercel.app/list-your-park?ref=bradley-outreach,https://temporary-zippy-celesta-4cyc4ht.vercel.app/list-your-park?ref=bradley-outreach
Meadowbrook Park & Sales,(419) 289-8757,Ashland,OH,1520 Orange Road,44805,Ashland,"Hi, Bradley with Tread Companies / Trailer Parks calling about Meadowbrook Park & Sales in Ashland. Free marketplace for park owners — $0 listing fee, $0 success fee. Brokers take ~6%. We've operated 4,000+ spaces. Can I text the link?",Bradley @ Tread Companies / Trailer Parks re Meadowbrook Park & Sales (Ashland). Free owner marketplace — $0 fees. List in 2 min: https://temporary-zippy-celesta-4cyc4ht.vercel.app/list-your-park?ref=bradley-outreach,https://temporary-zippy-celesta-4cyc4ht.vercel.app/list-your-park?ref=bradley-outreach
Silverstone Lake Estates,(419) 289-0889,Ashland,OH,735 Eastlake Drive,44805,Ashland,"Hi, Bradley with Tread Companies / Trailer Parks calling about Silverstone Lake Estates in Ashland. Free marketplace for park owners — $0 listing fee, $0 success fee. Brokers take ~6%. We've operated 4,000+ spaces. Can I text the link?",Bradley @ Tread Companies / Trailer Parks re Silverstone Lake Estates (Ashland). Free owner marketplace — $0 fees. List in 2 min: https://temporary-zippy-celesta-4cyc4ht.vercel.app/list-your-park?ref=bradley-outreach,https://temporary-zippy-celesta-4cyc4ht.vercel.app/list-your-park?ref=bradley-outreach
Twins Mhp,(419) 289-6677,Ashland,OH,1471 Troy Road,44805,Ashland,"Hi, Bradley with Tread Companies / Trailer Parks calling about Twins Mhp in Ashland. Free marketplace for park owners — $0 listing fee, $0 success fee. Brokers take ~6%. We've operated 4,000+ spaces. Can I text the link?",Bradley @ Tread Companies / Trailer Parks re Twins Mhp (Ashland). Free owner marketplace — $0 fees. List in 2 min: https://temporary-zippy-celesta-4cyc4ht.vercel.app/list-your-park?ref=bradley-outreach,https://temporary-zippy-celesta-4cyc4ht.vercel.app/list-your-park?ref=bradley-outreach
Westview Mobile Estates,(419) 289-0598,Ashland,OH,1937 Claremont Avenue #106,44805,Ashland,"Hi, Bradley with Tread Companies / Trailer Parks calling about Westview Mobile Estates in Ashland. Free marketplace for park owners — $0 listing fee, $0 success fee. Brokers take ~6%. We've operated 4,000+ spaces. Can I text the link?",Bradley @ Tread Companies / Trailer Parks re Westview Mobile Estates (Ashland). Free owner marketplace — $0 fees. List in 2 min: https://temporary-zippy-celesta-4cyc4ht.vercel.app/list-your-park?ref=bradley-outreach,https://temporary-zippy-celesta-4cyc4ht.vercel.app/list-your-park?ref=bradley-outreach
Oxford Woods Mobile Home,(740) 747-2431,Ashley,OH,122 Parkwood,43003,Delaware,"Hi, Bradley with Tread Companies / Trailer Parks calling about Oxford Woods Mobile Home in Ashley. Free marketplace for park owners — $0 listing fee, $0 success fee. Brokers take ~6%. We've operated 4,000+ spaces. Can I text the link?",Bradley @ Tread Companies / Trailer Parks re Oxford Woods Mobile Home (Ashley). Free owner marketplace — $0 fees. List in 2 min: https://temporary-zippy-celesta-4cyc4ht.vercel.app/list-your-park?ref=bradley-outreach,https://temporary-zippy-celesta-4cyc4ht.vercel.app/list-your-park?ref=bradley-outreach
Edgewood Trailer Park & Sales,(440) 997-4911,Ashtabula,OH,1931 East Prospect Road,44004,Ashtabula,"Hi, Bradley with Tread Companies / Trailer Parks calling about Edgewood Trailer Park & Sales in Ashtabula. Free marketplace for park owners — $0 listing fee, $0 success fee. Brokers take ~6%. We've operated 4,000+ spaces. Can I text the link?",Bradley @ Tread Companies / Trailer Parks re Edgewood Trailer Park & Sales (Ashtabula). Free owner marketplace — $0 fees. List in 2 min: https://temporary-zippy-celesta-4cyc4ht.vercel.app/list-your-park?ref=bradley-outreach,https://temporary-zippy-celesta-4cyc4ht.vercel.app/list-your-park?ref=bradley-outreach
Mobile Acres Park & Sales,(440) 992-9524,Ashtabula,OH,3925 North Ridge Road East,44004,Ashtabula,"Hi, Bradley with Tread Companies / Trailer Parks calling about Mobile Acres Park & Sales in Ashtabula. Free marketplace for park owners — $0 listing fee, $0 success fee. Brokers take ~6%. We've operated 4,000+ spaces. Can I text the link?",Bradley @ Tread Companies / Trailer Parks re Mobile Acres Park & Sales (Ashtabula). Free owner marketplace — $0 fees. List in 2 min: https://temporary-zippy-celesta-4cyc4ht.vercel.app/list-your-park?ref=bradley-outreach,https://temporary-zippy-celesta-4cyc4ht.vercel.app/list-your-park?ref=bradley-outreach
Oakwood Mhp,(440) 998-3338,Ashtabula,OH,1705 East 28Th Street,44004,Ashtabula,"Hi, Bradley with Tread Companies / Trailer Parks calling about Oakwood Mhp in Ashtabula. Free marketplace for park owners — $0 listing fee, $0 success fee. Brokers take ~6%. We've operated 4,000+ spaces. Can I text the link?",Bradley @ Tread Companies / Trailer Parks re Oakwood Mhp (Ashtabula). Free owner marketplace — $0 fees. List in 2 min: https://temporary-zippy-celesta-4cyc4ht.vercel.app/list-your-park?ref=bradley-outreach,https://temporary-zippy-celesta-4cyc4ht.vercel.app/list-your-park?ref=bradley-outreach
Willo Arms Park,(440) 964-3233,Ashtabula,OH,1800 Willow Arms Drive,44004,Ashtabula,"Hi, Bradley with Tread Companies / Trailer Parks calling about Willo Arms Park in Ashtabula. Free marketplace for park owners — $0 listing fee, $0 success fee. Brokers take ~6%. We've operated 4,000+ spaces. Can I text the link?",Bradley @ Tread Companies / Trailer Parks re Willo Arms Park (Ashtabula). Free owner marketplace — $0 fees. List in 2 min: https://temporary-zippy-celesta-4cyc4ht.vercel.app/list-your-park?ref=bradley-outreach,https://temporary-zippy-celesta-4cyc4ht.vercel.app/list-your-park?ref=bradley-outreach
Woodman Mhp,(440) 993-5921,Ashtabula,OH,5650 Woodman Avenue,44004,Ashtabula,"Hi, Bradley with Tread Companies / Trailer Parks calling about Woodman Mhp in Ashtabula. Free marketplace for park owners — $0 listing fee, $0 success fee. Brokers take ~6%. We've operated 4,000+ spaces. Can I text the link?",Bradley @ Tread Companies / Trailer Parks re Woodman Mhp (Ashtabula). Free owner marketplace — $0 fees. List in 2 min: https://temporary-zippy-celesta-4cyc4ht.vercel.app/list-your-park?ref=bradley-outreach,https://temporary-zippy-celesta-4cyc4ht.vercel.app/list-your-park?ref=bradley-outreach
Carvel Manor,(740) 983-2682,Ashville,OH,14461 State Route 104,43103,Pickaway,"Hi, Bradley with Tread Companies / Trailer Parks calling about Carvel Manor in Ashville. Free marketplace for park owners — $0 listing fee, $0 success fee. Brokers take ~6%. We've operated 4,000+ spaces. Can I text the link?",Bradley @ Tread Companies / Trailer Parks re Carvel Manor (Ashville). Free owner marketplace — $0 fees. List in 2 min: https://temporary-zippy-celesta-4cyc4ht.vercel.app/list-your-park?ref=bradley-outreach,https://temporary-zippy-celesta-4cyc4ht.vercel.app/list-your-park?ref=bradley-outreach
K & K Mobile Home Sales,(740) 983-2525,Ashville,OH,3001 Northup Avenue,43103,Pickaway,"Hi, Bradley with Tread Companies / Trailer Parks calling about K & K Mobile Home Sales in Ashville. Free marketplace for park owners — $0 listing fee, $0 success fee. Brokers take ~6%. We've operated 4,000+ spaces. Can I text the link?",Bradley @ Tread Companies / Trailer Parks re K & K Mobile Home Sales (Ashville). Free owner marketplace — $0 fees. List in 2 min: https://temporary-zippy-celesta-4cyc4ht.vercel.app/list-your-park?ref=bradley-outreach,https://temporary-zippy-celesta-4cyc4ht.vercel.app/list-your-park?ref=bradley-outreach
Mann'S Mobile Home Estates,(740) 983-2341,Ashville,OH,4800 Duvall Road,43103,Pickaway,"Hi, Bradley with Tread Companies / Trailer Parks calling about Mann'S Mobile Home Estates in Ashville. Free marketplace for park owners — $0 listing fee, $0 success fee. Brokers take ~6%. We've operated 4,000+ spaces. Can I text the link?",Bradley @ Tread Companies / Trailer Parks re Mann'S Mobile Home Estates (Ashville). Free owner marketplace — $0 fees. List in 2 min: https://temporary-zippy-celesta-4cyc4ht.vercel.app/list-your-park?ref=bradley-outreach,https://temporary-zippy-celesta-4cyc4ht.vercel.app/list-your-park?ref=bradley-outreach
Happy Valley Mobile Estates,(740) 593-5488,Athens,OH,6800 Baker Road,45701,Athens,"Hi, Bradley with Tread Companies / Trailer Parks calling about Happy Valley Mobile Estates in Athens. Free marketplace for park owners — $0 listing fee, $0 success fee. Brokers take ~6%. We've operated 4,000+ spaces. Can I text the link?",Bradley @ Tread Companies / Trailer Parks re Happy Valley Mobile Estates (Athens). Free owner marketplace — $0 fees. List in 2 min: https://temporary-zippy-celesta-4cyc4ht.vercel.app/list-your-park?ref=bradley-outreach,https://temporary-zippy-celesta-4cyc4ht.vercel.app/list-your-park?ref=bradley-outreach
Pine-Aire Village,(740) 797-4444,Athens,OH,11650 River Road,45701,Athens,"Hi, Bradley with Tread Companies / Trailer Parks calling about Pine-Aire Village in Athens. Free marketplace for park owners — $0 listing fee, $0 success fee. Brokers take ~6%. We've operated 4,000+ spaces. Can I text the link?",Bradley @ Tread Companies / Trailer Parks re Pine-Aire Village (Athens). Free owner marketplace — $0 fees. List in 2 min: https://temporary-zippy-celesta-4cyc4ht.vercel.app/list-your-park?ref=bradley-outreach,https://temporary-zippy-celesta-4cyc4ht.vercel.app/list-your-park?ref=bradley-outreach
Sandstone Terrace Mhp,(740) 664-8011,Athens,OH,4236 Vore Ridge Road,45701,Athens,"Hi, Bradley with Tread Companies / Trailer Parks calling about Sandstone Terrace Mhp in Athens. Free marketplace for park owners — $0 listing fee, $0 success fee. Brokers take ~6%. We've operated 4,000+ spaces. Can I text the link?",Bradley @ Tread Companies / Trailer Parks re Sandstone Terrace Mhp (Athens). Free owner marketplace — $0 fees. List in 2 min: https://temporary-zippy-celesta-4cyc4ht.vercel.app/list-your-park?ref=bradley-outreach,https://temporary-zippy-celesta-4cyc4ht.vercel.app/list-your-park?ref=bradley-outreach
Spreading Oaks Village,(740) 593-3952,Athens,OH,7140 Selby Road,45701,Athens,"Hi, Bradley with Tread Companies / Trailer Parks calling about Spreading Oaks Village in Athens. Free marketplace for park owners — $0 listing fee, $0 success fee. Brokers take ~6%. We've operated 4,000+ spaces. Can I text the link?",Bradley @ Tread Companies / Trailer Parks re Spreading Oaks Village (Athens). Free owner marketplace — $0 fees. List in 2 min: https://temporary-zippy-celesta-4cyc4ht.vercel.app/list-your-park?ref=bradley-outreach,https://temporary-zippy-celesta-4cyc4ht.vercel.app/list-your-park?ref=bradley-outreach
Country Estates Park,(330) 947-2134,Atwater,OH,1608 State Route 183,44201,Portage,"Hi, Bradley with Tread Companies / Trailer Parks calling about Country Estates Park in Atwater. Free marketplace for park owners — $0 listing fee, $0 success fee. Brokers take ~6%. We've operated 4,000+ spaces. Can I text the link?",Bradley @ Tread Companies / Trailer Parks re Country Estates Park (Atwater). Free owner marketplace — $0 fees. List in 2 min: https://temporary-zippy-celesta-4cyc4ht.vercel.app/list-your-park?ref=bradley-outreach,https://temporary-zippy-celesta-4cyc4ht.vercel.app/list-your-park?ref=bradley-outreach
Rex Hill Mobile Estates & Sales,(330) 644-5898,Barberton,OH,1160 Turkeyfoot Lake Road,44203,Summit,"Hi, Bradley with Tread Companies / Trailer Parks calling about Rex Hill Mobile Estates & Sales in Barberton. Free marketplace for park owners — $0 listing fee, $0 success fee. Brokers take ~6%. We've operated 4,000+ spaces. Can I text the link?",Bradley @ Tread Companies / Trailer Parks re Rex Hill Mobile Estates & Sales (Barberton). Free owner marketplace — $0 fees. List in 2 min: https://temporary-zippy-celesta-4cyc4ht.vercel.app/list-your-park?ref=bradley-outreach,https://temporary-zippy-celesta-4cyc4ht.vercel.app/list-your-park?ref=bradley-outreach
East Fork Crossing,(866) 786-3003,Batavia,OH,352 E Meadow Dr,45103,Clermont,"Hi, Bradley with Tread Companies / Trailer Parks calling about East Fork Crossing in Batavia. Free marketplace for park owners — $0 listing fee, $0 success fee. Brokers take ~6%. We've operated 4,000+ spaces. Can I text the link?",Bradley @ Tread Companies / Trailer Parks re East Fork Crossing (Batavia). Free owner marketplace — $0 fees. List in 2 min: https://temporary-zippy-celesta-4cyc4ht.vercel.app/list-your-park?ref=bradley-outreach,https://temporary-zippy-celesta-4cyc4ht.vercel.app/list-your-park?ref=bradley-outreach
Greenbriar Estates,(513) 732-0077,Batavia,OH,2615 Old State Route 32,45103,Clermont,"Hi, Bradley with Tread Companies / Trailer Parks calling about Greenbriar Estates in Batavia. Free marketplace for park owners — $0 listing fee, $0 success fee. Brokers take ~6%. We've operated 4,000+ spaces. Can I text the link?",Bradley @ Tread Companies / Trailer Parks re Greenbriar Estates (Batavia). Free owner marketplace — $0 fees. List in 2 min: https://temporary-zippy-celesta-4cyc4ht.vercel.app/list-your-park?ref=bradley-outreach,https://temporary-zippy-celesta-4cyc4ht.vercel.app/list-your-park?ref=bradley-outreach
Apple Creek Village,(440) 232-1055,Bedford,OH,26240 Broadway Ave,44146,Cuyahoga,"Hi, Bradley with Tread Companies / Trailer Parks calling about Apple Creek Village in Bedford. Free marketplace for park owners — $0 listing fee, $0 success fee. Brokers take ~6%. We've operated 4,000+ spaces. Can I text the link?",Bradley @ Tread Companies / Trailer Parks re Apple Creek Village (Bedford). Free owner marketplace — $0 fees. List in 2 min: https://temporary-zippy-celesta-4cyc4ht.vercel.app/list-your-park?ref=bradley-outreach,https://temporary-zippy-celesta-4cyc4ht.vercel.app/list-your-park?ref=bradley-outreach
Bellevue Mhp,(419) 483-6752,Bellevue,OH,1420 East Main Street,44811,Huron,"Hi, Bradley with Tread Companies / Trailer Parks calling about Bellevue Mhp in Bellevue. Free marketplace for park owners — $0 listing fee, $0 success fee. Brokers take ~6%. We've operated 4,000+ spaces. Can I text the link?",Bradley @ Tread Companies / Trailer Parks re Bellevue Mhp (Bellevue). Free owner marketplace — $0 fees. List in 2 min: https://temporary-zippy-celesta-4cyc4ht.vercel.app/list-your-park?ref=bradley-outreach,https://temporary-zippy-celesta-4cyc4ht.vercel.app/list-your-park?ref=bradley-outreach
Pine Lake Park & Sales,(740) 695-2671,Belmont,OH,42600 National Road,43718,Belmont,"Hi, Bradley with Tread Companies / Trailer Parks calling about Pine Lake Park & Sales in Belmont. Free marketplace for park owners — $0 listing fee, $0 success fee. Brokers take ~6%. We've operated 4,000+ spaces. Can I text the link?",Bradley @ Tread Companies / Trailer Parks re Pine Lake Park & Sales (Belmont). Free owner marketplace — $0 fees. List in 2 min: https://temporary-zippy-celesta-4cyc4ht.vercel.app/list-your-park?ref=bradley-outreach,https://temporary-zippy-celesta-4cyc4ht.vercel.app/list-your-park?ref=bradley-outreach
Sebring Lake Estates,(330) 938-6638,Beloit,OH,18680 5Th Street,44609,Mahoning,"Hi, Bradley with Tread Companies / Trailer Parks calling about Sebring Lake Estates in Beloit. Free marketplace for park owners — $0 listing fee, $0 success fee. Brokers take ~6%. We've operated 4,000+ spaces. Can I text the link?",Bradley @ Tread Companies / Trailer Parks re Sebring Lake Estates (Beloit). Free owner marketplace — $0 fees. List in 2 min: https://temporary-zippy-celesta-4cyc4ht.vercel.app/list-your-park?ref=bradley-outreach,https://temporary-zippy-celesta-4cyc4ht.vercel.app/list-your-park?ref=bradley-outreach
Hi-View Estates,(513) 734-4844,Bethel,OH,2730 State Route 222,45106,Clermont,"Hi, Bradley with Tread Companies / Trailer Parks calling about Hi-View Estates in Bethel. Free marketplace for park owners — $0 listing fee, $0 success fee. Brokers take ~6%. We've operated 4,000+ spaces. Can I text the link?",Bradley @ Tread Companies / Trailer Parks re Hi-View Estates (Bethel). Free owner marketplace — $0 fees. List in 2 min: https://temporary-zippy-celesta-4cyc4ht.vercel.app/list-your-park?ref=bradley-outreach,https://temporary-zippy-celesta-4cyc4ht.vercel.app/list-your-park?ref=bradley-outreach
Blanchester Mhp,(937) 783-3102,Blanchester,OH,800 East Center Street,45107,Clinton,"Hi, Bradley with Tread Companies / Trailer Parks calling about Blanchester Mhp in Blanchester. Free marketplace for park owners — $0 listing fee, $0 success fee. Brokers take ~6%. We've operated 4,000+ spaces. Can I text the link?",Bradley @ Tread Companies / Trailer Parks re Blanchester Mhp (Blanchester). Free owner marketplace — $0 fees. List in 2 min: https://temporary-zippy-celesta-4cyc4ht.vercel.app/list-your-park?ref=bradley-outreach,https://temporary-zippy-celesta-4cyc4ht.vercel.app/list-your-park?ref=bradley-outreach
Bloomingburg Mhp,(513) 783-3102,Bloomingburg,OH,71 Biddle Boulevard,43106,Fayette,"Hi, Bradley with Tread Companies / Trailer Parks calling about Bloomingburg Mhp in Bloomingburg. Free marketplace for park owners — $0 listing fee, $0 success fee. Brokers take ~6%. We've operated 4,000+ spaces. Can I text the link?",Bradley @ Tread Companies / Trailer Parks re Bloomingburg Mhp (Bloomingburg). Free owner marketplace — $0 fees. List in 2 min: https://temporary-zippy-celesta-4cyc4ht.vercel.app/list-your-park?ref=bradley-outreach,https://temporary-zippy-celesta-4cyc4ht.vercel.app/list-your-park?ref=bradley-outreach
Alpine Village,(740) 437-7776,Bluffton,OH,100 Matterhorn Dr,45817,Hancock,"Hi, Bradley with Tread Companies / Trailer Parks calling about Alpine Village in Bluffton. Free marketplace for park owners — $0 listing fee, $0 success fee. Brokers take ~6%. We've operated 4,000+ spaces. Can I text the link?",Bradley @ Tread Companies / Trailer Parks re Alpine Village (Bluffton). Free owner marketplace — $0 fees. List in 2 min: https://temporary-zippy-celesta-4cyc4ht.vercel.app/list-your-park?ref=bradley-outreach,https://temporary-zippy-celesta-4cyc4ht.vercel.app/list-your-park?ref=bradley-outreach
Parkview Mobile Home Village,(419) 353-5800,Bowling Green,OH,1045 North Main Street,43402,Wood,"Hi, Bradley with Tread Companies / Trailer Parks calling about Parkview Mobile Home Village in Bowling Green. Free marketplace for park owners — $0 listing fee, $0 success fee. Brokers take ~6%. We've operated 4,000+ spaces. Can I text the link?",Bradley @ Tread Companies / Trailer Parks re Parkview Mobile Home Village (Bowling Green). Free owner marketplace — $0 fees. List in 2 min: https://temporary-zippy-celesta-4cyc4ht.vercel.app/list-your-park?ref=bradley-outreach,https://temporary-zippy-celesta-4cyc4ht.vercel.app/list-your-park?ref=bradley-outreach
